"ID","Ortnamn","N","E","LOPNR","Namntyp_nr","Språk_nr","Sockenstad_nr","Län_nr","Kommun_nr","Kombo","Sockenstad","nr"
22276,"Jåstemtjärnen",7352706.00,716139.00,3722745.00,8,5,11,2,5,"Jåstemtjärnen_3722745_11","Jokkmokk",11
22277,"Jåhttåm",7385473.00,732404.00,3722748.00,1,2,11,2,5,"Jåhttåm_3722748_11","Jokkmokk",11
22278,"Jåttåm",7385519.00,732402.00,3722748.00,1,5,11,2,5,"Jåttåm_3722748_11","Jokkmokk",11
22279,"Jåttåmmyran",7385264.00,729371.00,3722750.00,4,5,11,2,5,"Jåttåmmyran_3722750_11","Jokkmokk",11
22280,"Jåhttåmjávrre",7385052.00,732498.00,3722751.00,8,2,11,2,5,"Jåhttåmjávrre_3722751_11","Jokkmokk",11
22281,"Jåttåmsjön",7385031.00,731341.00,3722751.00,8,5,11,2,5,"Jåttåmsjön_3722751_11","Jokkmokk",11
22282,"Jåvlåvárre",7368475.00,716573.00,3722753.00,5,2,11,2,5,"Jåvlåvárre_3722753_11","Jokkmokk",11
22283,"Jåulåberget",7368550.00,716561.00,3722753.00,5,5,11,2,5,"Jåulåberget_3722753_11","Jokkmokk",11
22284,"Jåvllåjiegge",7369712.00,716582.00,3722755.00,4,2,11,2,5,"Jåvllåjiegge_3722755_11","Jokkmokk",11
22285,"Jåulåmyran",7369765.00,716571.00,3722755.00,4,5,11,2,5,"Jåulåmyran_3722755_11","Jokkmokk",11
22286,"Jåvlåjávrásj",7368211.00,717255.00,3722756.00,8,2,11,2,5,"Jåvlåjávrásj_3722756_11","Jokkmokk",11
22287,"Jåulåtjärnen",7368304.00,715780.00,3722756.00,8,5,11,2,5,"Jåulåtjärnen_3722756_11","Jokkmokk",11
22288,"Jämnäs",7376503.00,752001.00,3723450.00,1,5,11,2,5,"Jämnäs_3723450_11","Jokkmokk",11
22289,"Järnberget",7386310.00,741415.00,3723917.00,5,5,11,2,5,"Järnberget_3723917_11","Jokkmokk",11
22290,"Jiertávárre",7397110.00,728976.00,3724930.00,5,3,11,2,5,"Jiertávárre_3724930_11","Jokkmokk",11
22291,"Järtaberget",7397194.00,728377.00,3724930.00,5,5,11,2,5,"Järtaberget_3724930_11","Jokkmokk",11
22292,"Jiertájiegge",7398574.00,729738.00,3724934.00,4,2,11,2,5,"Jiertájiegge_3724934_11","Jokkmokk",11
22293,"Järtamyran",7398636.00,729734.00,3724934.00,4,5,11,2,5,"Järtamyran_3724934_11","Jokkmokk",11
22294,"Jiertájávrre",7399226.00,727285.00,3724935.00,8,2,11,2,5,"Jiertájávrre_3724935_11","Jokkmokk",11
22295,"Järtasjön",7399306.00,727274.00,3724935.00,8,5,11,2,5,"Järtasjön_3724935_11","Jokkmokk",11
22296,"Jönstjärnen",7370858.00,776469.00,3726344.00,8,5,11,2,5,"Jönstjärnen_3726344_11","Jokkmokk",11
22297,"Jönstjärnen",7372893.00,775490.00,3726345.00,8,5,11,2,5,"Jönstjärnen_3726345_11","Jokkmokk",11
22298,"Gáddejávrre",7399142.00,691532.00,3726896.00,8,2,11,2,5,"Gáddejávrre_3726896_11","Jokkmokk",11
22299,"Gáddevárásj",7451711.00,695712.00,3726900.00,5,2,11,2,5,"Gáddevárásj_3726900_11","Jokkmokk",11
22300,"Gáddoajvve",7399889.00,690752.00,3726906.00,5,2,11,2,5,"Gáddoajvve_3726906_11","Jokkmokk",11
22301,"Gáddoajvluokta",7405860.00,657804.00,3726909.00,6,2,11,2,5,"Gáddoajvluokta_3726909_11","Jokkmokk",11
22302,"Kaffesjön",7410840.00,745957.00,3727014.00,8,5,11,2,5,"Kaffesjön_3727014_11","Jokkmokk",11
22303,"Kaffetjärnen",7406917.00,751280.00,3727027.00,8,5,11,2,5,"Kaffetjärnen_3727027_11","Jokkmokk",11
22304,"Kainoberget",7383391.00,746847.00,3727155.00,5,5,11,2,5,"Kainoberget_3727155_11","Jokkmokk",11
22305,"Kainotjärnen",7383529.00,746330.00,3727158.00,8,5,11,2,5,"Kainotjärnen_3727158_11","Jokkmokk",11
22306,"Gájrájávrre",7373160.00,717551.00,3727171.00,8,2,11,2,5,"Gájrájávrre_3727171_11","Jokkmokk",11
22307,"Kairaträsket",7372735.00,719398.00,3727171.00,8,5,11,2,5,"Kairaträsket_3727171_11","Jokkmokk",11
22308,"Kaitberget",7378086.00,767488.00,3727204.00,5,5,11,2,5,"Kaitberget_3727204_11","Jokkmokk",11
22309,"Gállá",7445425.00,701126.00,3728358.00,5,2,11,2,5,"Gállá_3728358_11","Jokkmokk",11
22310,"Kallakholmen",7346202.00,741548.00,3728371.00,5,5,11,2,5,"Kallakholmen_3728371_11","Jokkmokk",11
22311,"Gállojiegge",7445635.00,695353.00,3728374.00,4,2,11,2,5,"Gállojiegge_3728374_11","Jokkmokk",11
22312,"Gállakluokta",7448921.00,697314.00,3728375.00,6,2,11,2,5,"Gállakluokta_3728375_11","Jokkmokk",11
22313,"Gállakvárre",7448047.00,696199.00,3728377.00,5,2,11,2,5,"Gállakvárre_3728377_11","Jokkmokk",11
22314,"Gállásuoloj",7423416.00,657623.00,3728424.00,5,2,11,2,5,"Gállásuoloj_3728424_11","Jokkmokk",11
22315,"Kallestjärnen",7393828.00,742379.00,3728707.00,8,5,11,2,5,"Kallestjärnen_3728707_11","Jokkmokk",11
22316,"Kallkällbrändet",7361455.00,716440.00,3728915.00,5,5,11,2,5,"Kallkällbrändet_3728915_11","Jokkmokk",11
22317,"Kallkällbäcken",7382509.00,756696.00,3728917.00,7,5,11,2,5,"Kallkällbäcken_3728917_11","Jokkmokk",11
22318,"Kallkällheden",7393405.00,720863.00,3728944.00,5,5,11,2,5,"Kallkällheden_3728944_11","Jokkmokk",11
22319,"Kallkällmyran",7360512.00,718611.00,3729153.00,4,5,11,2,5,"Kallkällmyran_3729153_11","Jokkmokk",11
22320,"Kallkällmyran",7373685.00,729766.00,3729154.00,4,5,11,2,5,"Kallkällmyran_3729154_11","Jokkmokk",11
22321,"Kallkällmyran",7384439.00,713292.00,3729155.00,4,5,11,2,5,"Kallkällmyran_3729155_11","Jokkmokk",11
22322,"Gállogielas",7406120.00,730976.00,3729437.00,5,2,11,2,5,"Gállogielas_3729437_11","Jokkmokk",11
22323,"Kalloheden",7406133.00,730975.00,3729437.00,5,5,11,2,5,"Kalloheden_3729437_11","Jokkmokk",11
22324,"Gállojiegge",7404804.00,712947.00,3729453.00,4,2,11,2,5,"Gállojiegge_3729453_11","Jokkmokk",11
22325,"Kallomyren",7404871.00,712942.00,3729453.00,4,5,11,2,5,"Kallomyren_3729453_11","Jokkmokk",11
22326,"Kalludden",7388572.00,746443.00,3729697.00,1,5,11,2,5,"Kalludden_3729697_11","Jokkmokk",11
22327,"Gálsokgielas",7388286.00,750929.00,3730121.00,5,2,11,2,5,"Gálsokgielas_3730121_11","Jokkmokk",11
22328,"Kalsokheden",7388268.00,750425.00,3730121.00,5,5,11,2,5,"Kalsokheden_3730121_11","Jokkmokk",11
22329,"Gálsokjávrre",7387718.00,752452.00,3730123.00,8,2,11,2,5,"Gálsokjávrre_3730123_11","Jokkmokk",11
22330,"Kalsoktjärnen",7387810.00,751184.00,3730123.00,8,5,11,2,5,"Kalsoktjärnen_3730123_11","Jokkmokk",11
22331,"Gáldesluokta",7454682.00,684212.00,3730141.00,8,2,11,2,5,"Gáldesluokta_3730141_11","Jokkmokk",11
22332,"Gáldesnjárgga",7455133.00,685030.00,3730142.00,5,2,11,2,5,"Gáldesnjárgga_3730142_11","Jokkmokk",11
22333,"Gáldesvárre",7404058.00,743998.00,3730177.00,5,2,11,2,5,"Gáldesvárre_3730177_11","Jokkmokk",11
22334,"Kaltisberget",7404159.00,744024.00,3730177.00,5,5,11,2,5,"Kaltisberget_3730177_11","Jokkmokk",11
22335,"Ganijvárre",7399770.00,741903.00,3732882.00,5,2,11,2,5,"Ganijvárre_3732882_11","Jokkmokk",11
22336,"Kaniberget",7399957.00,741400.00,3732882.00,5,5,11,2,5,"Kaniberget_3732882_11","Jokkmokk",11
22337,"Gánijvárre",7398117.00,692776.00,3733085.00,5,2,11,2,5,"Gánijvárre_3733085_11","Jokkmokk",11
22338,"Kante",7343889.00,727915.00,3733470.00,8,5,11,2,5,"Kante_3733470_11","Jokkmokk",11
22339,"Kapmakträsket",7371802.00,741270.00,3733900.00,8,5,11,2,5,"Kapmakträsket_3733900_11","Jokkmokk",11
22340,"Karanäs",7346904.00,742971.00,3734269.00,5,5,11,2,5,"Karanäs_3734269_11","Jokkmokk",11
22341,"Gárásj",7398335.00,666663.00,3734278.00,8,2,11,2,5,"Gárásj_3734278_11","Jokkmokk",11
22342,"Gárásj",7406557.00,658637.00,3734280.00,8,2,11,2,5,"Gárásj_3734280_11","Jokkmokk",11
22343,"Gárásj",7401771.00,669177.00,3734288.00,1,2,11,2,5,"Gárásj_3734288_11","Jokkmokk",11
22344,"Gárddevárre",7367751.00,728081.00,3734446.00,5,2,11,2,5,"Gárddevárre_3734446_11","Jokkmokk",11
22345,"Kardiberget",7367674.00,727599.00,3734446.00,5,5,11,2,5,"Kardiberget_3734446_11","Jokkmokk",11
22346,"Gárddejávrre",7365428.00,729253.00,3734455.00,8,2,11,2,5,"Gárddejávrre_3734455_11","Jokkmokk",11
22347,"Karditräsket",7365486.00,729240.00,3734455.00,8,5,11,2,5,"Karditräsket_3734455_11","Jokkmokk",11
22348,"Gárjjel",7413286.00,745289.00,3734802.00,8,2,11,2,5,"Gárjjel_3734802_11","Jokkmokk",11
22349,"Karkberget",7379157.00,766189.00,3734808.00,5,5,11,2,5,"Karkberget_3734808_11","Jokkmokk",11
22350,"Gárggojiegge",7403291.00,750297.00,3734830.00,5,2,11,2,5,"Gárggojiegge_3734830_11","Jokkmokk",11
22351,"Karngelvaara",7411395.00,745662.00,3738488.00,5,6,11,2,5,"Karngelvaara_3738488_11","Jokkmokk",11
22352,"Karŋŋelvárásj",7410378.00,747484.00,3738489.00,5,2,11,2,5,"Karŋŋelvárásj_3738489_11","Jokkmokk",11
22353,"Karnisjön",7412670.00,746774.00,3738491.00,8,5,11,2,5,"Karnisjön_3738491_11","Jokkmokk",11
22354,"Gárddeáhpe",7400334.00,762159.00,3739189.00,5,2,11,2,5,"Gárddeáhpe_3739189_11","Jokkmokk",11
22355,"Gárddeluokta",7452848.00,691950.00,3739218.00,6,2,11,2,5,"Gárddeluokta_3739218_11","Jokkmokk",11
22356,"Gárddevárre",7450562.00,695634.00,3739247.00,5,2,11,2,5,"Gárddevárre_3739247_11","Jokkmokk",11
22357,"Gárddevárre",7387462.00,748726.00,3739275.00,5,2,11,2,5,"Gárddevárre_3739275_11","Jokkmokk",11
22358,"Kartiberget",7387555.00,748016.00,3739275.00,5,5,11,2,5,"Kartiberget_3739275_11","Jokkmokk",11
22359,"Karvinberget",7389428.00,751546.00,3739446.00,5,5,11,2,5,"Karvinberget_3739446_11","Jokkmokk",11
22360,"Karvinmyran",7390664.00,750850.00,3739450.00,5,5,11,2,5,"Karvinmyran_3739450_11","Jokkmokk",11
22361,"Gasska Goarnnajávrásj",7422176.00,654282.00,3740013.00,8,2,11,2,5,"Gasska Goarnnajávrásj_3740013_11","Jokkmokk",11
22362,"Kaskajaurberget",7380114.00,742880.00,3740017.00,5,5,11,2,5,"Kaskajaurberget_3740017_11","Jokkmokk",11
22363,"Kaskaure",7349326.00,730205.00,3740029.00,8,5,11,2,5,"Kaskaure_3740029_11","Jokkmokk",11
22364,"Gassednam",7422149.00,639810.00,3740263.00,5,2,11,2,5,"Gassednam_3740263_11","Jokkmokk",11
22365,"Gadnihávrre",7417633.00,665653.00,3740826.00,8,2,11,2,5,"Gadnihávrre_3740826_11","Jokkmokk",11
22366,"Gadnihávrvárásj",7415321.00,665685.00,3740827.00,5,2,11,2,5,"Gadnihávrvárásj_3740827_11","Jokkmokk",11
22367,"Gadnivárásj",7419237.00,662848.00,3740828.00,5,2,11,2,5,"Gadnivárásj_3740828_11","Jokkmokk",11
22368,"Kattistjärn",7346077.00,745228.00,3741899.00,1,5,11,2,5,"Kattistjärn_3741899_11","Jokkmokk",11
22369,"Kattistjärnen",7346130.00,745015.00,3741904.00,8,5,11,2,5,"Kattistjärnen_3741904_11","Jokkmokk",11
22370,"Gáttisluokta",7399623.00,698390.00,3741936.00,6,2,11,2,5,"Gáttisluokta_3741936_11","Jokkmokk",11
22371,"Kattisviken",7399686.00,698485.00,3741936.00,6,5,11,2,5,"Kattisviken_3741936_11","Jokkmokk",11
22372,"Kattmyrtjärnen",7385957.00,743521.00,3742132.00,8,5,11,2,5,"Kattmyrtjärnen_3742132_11","Jokkmokk",11
22373,"Giejda",7368674.00,750539.00,3743167.00,1,2,11,2,5,"Giejda_3743167_11","Jokkmokk",11
22374,"Keitasjön",7368406.00,750632.00,3743168.00,8,5,11,2,5,"Keitasjön_3743168_11","Jokkmokk",11
22375,"Kerdaberget",7378135.00,759531.00,3743433.00,5,5,11,2,5,"Kerdaberget_3743433_11","Jokkmokk",11
22376,"Kettisträsk",7361039.00,753358.00,3743873.00,1,5,7,2,5,"Kettisträsk_3743873_7","Edefors",7
22377,"Kettisträsket",7360451.00,752168.00,3743875.00,8,5,11,2,5,"Kettisträsket_3743875_11","Jokkmokk",11
22378,"Gieddejiegge",7396601.00,751146.00,3744061.00,5,2,11,2,5,"Gieddejiegge_3744061_11","Jokkmokk",11
22379,"Gieddejávrásj",7341888.00,736678.00,3744063.00,8,2,11,2,5,"Gieddejávrásj_3744063_11","Jokkmokk",11
22380,"Kieddetjärnen",7342011.00,736578.00,3744063.00,8,5,11,2,5,"Kieddetjärnen_3744063_11","Jokkmokk",11
22381,"Gielas",7374955.00,735792.00,3744077.00,1,2,11,2,5,"Gielas_3744077_11","Jokkmokk",11
22382,"Gierggeája",7416248.00,731892.00,3744124.00,4,2,11,2,5,"Gierggeája_3744124_11","Jokkmokk",11
22383,"Gierggevuohppe",7394657.00,763223.00,3744134.00,8,2,11,2,5,"Gierggevuohppe_3744134_11","Jokkmokk",11
22384,"Gierggoajvejávrásj",7404477.00,739078.00,3744136.00,8,2,11,2,5,"Gierggoajvejávrásj_3744136_11","Jokkmokk",11
22385,"Giettek",7395511.00,756953.00,3744140.00,8,2,11,2,5,"Giettek_3744140_11","Jokkmokk",11
22386,"Gilgok",7365651.00,751254.00,3744933.00,1,2,11,2,5,"Gilgok_3744933_11","Jokkmokk",11
22387,"Kilkok",7365629.00,750548.00,3744933.00,1,5,11,2,5,"Kilkok_3744933_11","Jokkmokk",11
22388,"Kilkok",7345583.00,729169.00,3744935.00,8,5,11,2,5,"Kilkok_3744935_11","Jokkmokk",11
22389,"Kilkokberget",7365988.00,749624.00,3744936.00,5,5,11,2,5,"Kilkokberget_3744936_11","Jokkmokk",11
22390,"Kilkokheden",7366520.00,751573.00,3744937.00,5,5,11,2,5,"Kilkokheden_3744937_11","Jokkmokk",11
22391,"Kilkokselet",7366417.00,752931.00,3744938.00,7,5,11,2,5,"Kilkokselet_3744938_11","Jokkmokk",11
22392,"Kilkoksjön",7365944.00,751322.00,3744939.00,8,5,11,2,5,"Kilkoksjön_3744939_11","Jokkmokk",11
22393,"Gillajávrre",7368763.00,742823.00,3744946.00,8,2,11,2,5,"Gillajávrre_3744946_11","Jokkmokk",11
22394,"Killingholmen",7426406.00,619612.00,3745425.00,5,5,11,2,5,"Killingholmen_3745425_11","Jokkmokk",11
22395,"Killingholmen",7401591.00,726550.00,3745426.00,5,5,11,2,5,"Killingholmen_3745426_11","Jokkmokk",11
22396,"Kiltape",7352178.00,723441.00,3745884.00,4,5,11,2,5,"Kiltape_3745884_11","Jokkmokk",11
22397,"Gildáhpe",7371065.00,714938.00,3745885.00,4,2,11,2,5,"Gildáhpe_3745885_11","Jokkmokk",11
22398,"Kiltape",7371123.00,714928.00,3745885.00,4,5,11,2,5,"Kiltape_3745885_11","Jokkmokk",11
22399,"Kiltape",7411627.00,722104.00,3745886.00,4,5,11,2,5,"Kiltape_3745886_11","Jokkmokk",11
22400,"Kiltapetjärnarna",7353034.00,722754.00,3745887.00,8,5,11,2,5,"Kiltapetjärnarna_3745887_11","Jokkmokk",11
22401,"Gilldevárre",7411762.00,732519.00,3745894.00,5,2,11,2,5,"Gilldevárre_3745894_11","Jokkmokk",11
22402,"Kilvoträsken",7378726.00,761652.00,3745968.00,8,5,11,2,5,"Kilvoträsken_3745968_11","Jokkmokk",11
22403,"Gibmajávrre",7378904.00,742615.00,3746461.00,8,2,11,2,5,"Gibmajávrre_3746461_11","Jokkmokk",11
22404,"Kipmajaureberget",7378853.00,743316.00,3746462.00,5,5,11,2,5,"Kipmajaureberget_3746462_11","Jokkmokk",11
22405,"Gibmejávrátja",7383775.00,710077.00,3746465.00,8,2,11,2,5,"Gibmejávrátja_3746465_11","Jokkmokk",11
22406,"Kipmetjärnarna",7383828.00,710018.00,3746465.00,8,5,11,2,5,"Kipmetjärnarna_3746465_11","Jokkmokk",11
22407,"Gibmoajvve",7353150.00,730685.00,3746466.00,5,2,11,2,5,"Gibmoajvve_3746466_11","Jokkmokk",11
22408,"Girdek",7381468.00,758400.00,3746561.00,1,2,11,2,5,"Girdek_3746561_11","Jokkmokk",11
22409,"Kirtikberget",7382156.00,757142.00,3746563.00,5,5,11,2,5,"Kirtikberget_3746563_11","Jokkmokk",11
22410,"Kisa",7403713.00,687450.00,3746600.00,5,5,11,2,5,"Kisa_3746600_11","Jokkmokk",11
22411,"Gidájávrre",7362160.00,746832.00,3746841.00,8,2,11,2,5,"Gidájávrre_3746841_11","Jokkmokk",11
22412,"Gidájávrre",7401507.00,669589.00,3746843.00,8,2,11,2,5,"Gidájávrre_3746843_11","Jokkmokk",11
22413,"Gidák",7394820.00,757568.00,3746844.00,8,2,11,2,5,"Gidák_3746844_11","Jokkmokk",11
22414,"Gidávárásj",7401715.00,673071.00,3746845.00,5,2,11,2,5,"Gidávárásj_3746845_11","Jokkmokk",11
22415,"Gidnákvárre",7348046.00,739056.00,3746856.00,5,2,11,2,5,"Gidnákvárre_3746856_11","Jokkmokk",11
22416,"Kitnakberget",7348051.00,739068.00,3746856.00,5,5,11,2,5,"Kitnakberget_3746856_11","Jokkmokk",11
22417,"Gidnákjávrre",7347347.00,740869.00,3746857.00,8,2,11,2,5,"Gidnákjávrre_3746857_11","Jokkmokk",11
22418,"Kitnakträsket",7347199.00,739773.00,3746857.00,8,5,11,2,5,"Kitnakträsket_3746857_11","Jokkmokk",11
22419,"Gidájávrre",7348513.00,722346.00,3746862.00,1,2,11,2,5,"Gidájávrre_3746862_11","Jokkmokk",11
22420,"Kittajaur",7348745.00,720966.00,3746862.00,1,5,11,2,5,"Kittajaur_3746862_11","Jokkmokk",11
22421,"Gäbnásjnjárgga",7404465.00,705026.00,3747008.00,1,2,11,2,5,"Gäbnásjnjárgga_3747008_11","Jokkmokk",11
22422,"Kitteludden",7404507.00,704974.00,3747008.00,1,5,11,2,5,"Kitteludden_3747008_11","Jokkmokk",11
22423,"Kivijärvi",7411841.00,745864.00,3747140.00,8,6,11,2,5,"Kivijärvi_3747140_11","Jokkmokk",11
22424,"Tjavelkjávrásj",7345931.00,739452.00,3747213.00,8,2,11,2,5,"Tjavelkjávrásj_3747213_11","Jokkmokk",11
22425,"Kivi-Råiså",7345965.00,739462.00,3747213.00,8,6,11,2,5,"Kivi-Råiså_3747213_11","Jokkmokk",11
22426,"Klarvattentjärnen",7346494.00,738983.00,3748195.00,8,5,11,2,5,"Klarvattentjärnen_3748195_11","Jokkmokk",11
22427,"Klarvattentjärnen",7352327.00,747263.00,3748196.00,8,5,11,2,5,"Klarvattentjärnen_3748196_11","Jokkmokk",11
22428,"Klarvattentjärnen",7360382.00,731113.00,3748197.00,8,5,11,2,5,"Klarvattentjärnen_3748197_11","Jokkmokk",11
22429,"Klarvattentjärnen",7368090.00,731774.00,3748198.00,8,5,11,2,5,"Klarvattentjärnen_3748198_11","Jokkmokk",11
22430,"Klarvattentjärnen",7372118.00,773281.00,3748199.00,8,5,11,2,5,"Klarvattentjärnen_3748199_11","Jokkmokk",11
22431,"Klarvattentjärnen",7380958.00,755801.00,3748200.00,8,5,11,2,5,"Klarvattentjärnen_3748200_11","Jokkmokk",11
22432,"Klippholmen",7425943.00,620534.00,3750798.00,5,5,11,2,5,"Klippholmen_3750798_11","Jokkmokk",11
22433,"Klockarmyran",7392205.00,729442.00,3751701.00,4,5,11,2,5,"Klockarmyran_3751701_11","Jokkmokk",11
22434,"Slupponjárgga",7406491.00,703215.00,3753220.00,1,2,11,2,5,"Slupponjárgga_3753220_11","Jokkmokk",11
22435,"Klubbudden",7406678.00,703136.00,3753220.00,1,5,11,2,5,"Klubbudden_3753220_11","Jokkmokk",11
22436,"Sluppojávrre",7403838.00,706843.00,3753250.00,8,2,11,2,5,"Sluppojávrre_3753250_11","Jokkmokk",11
22437,"Klubbuddsjön",7403909.00,706833.00,3753250.00,8,5,11,2,5,"Klubbuddsjön_3753250_11","Jokkmokk",11
22438,"Sluppojávrre",7405827.00,704698.00,3753251.00,8,2,11,2,5,"Sluppojávrre_3753251_11","Jokkmokk",11
22439,"Klubbuddsjön",7405923.00,704678.00,3753251.00,8,5,11,2,5,"Klubbuddsjön_3753251_11","Jokkmokk",11
22440,"Kluckbäcken",7336107.00,716765.00,3753290.00,1,5,11,2,5,"Kluckbäcken_3753290_11","Jokkmokk",11
22441,"Knabbmyran",7367388.00,732799.00,3755166.00,4,5,11,2,5,"Knabbmyran_3755166_11","Jokkmokk",11
22442,"Kniptjärnen",7372966.00,749753.00,3756623.00,8,5,11,2,5,"Kniptjärnen_3756623_11","Jokkmokk",11
22443,"Koberget",7422205.00,670317.00,3758564.00,5,5,11,2,5,"Koberget_3758564_11","Jokkmokk",11
22444,"Gåjkkul",7369733.00,749608.00,3759622.00,1,2,11,2,5,"Gåjkkul_3759622_11","Jokkmokk",11
22445,"Kojsjön",7392417.00,753240.00,3759984.00,8,5,11,2,5,"Kojsjön_3759984_11","Jokkmokk",11
22446,"Kojsjön",7397730.00,748406.00,3759985.00,8,5,11,2,5,"Kojsjön_3759985_11","Jokkmokk",11
22447,"Kojsjön",7417652.00,735713.00,3759986.00,8,5,11,2,5,"Kojsjön_3759986_11","Jokkmokk",11
22448,"Kojtjärnen",7396483.00,748022.00,3760037.00,8,5,11,2,5,"Kojtjärnen_3760037_11","Jokkmokk",11
22449,"Kojvatjärnen",7369381.00,743757.00,3760059.00,8,5,11,2,5,"Kojvatjärnen_3760059_11","Jokkmokk",11
22450,"Kolargubben",7360975.00,732721.00,3760512.00,5,5,11,2,5,"Kolargubben_3760512_11","Jokkmokk",11
22451,"Koltjärnen",7359310.00,738081.00,3762036.00,8,5,11,2,5,"Koltjärnen_3762036_11","Jokkmokk",11
22452,"Koppartjärnen",7361891.00,710494.00,3763948.00,8,5,11,2,5,"Koppartjärnen_3763948_11","Jokkmokk",11
22453,"Koppotslandet",7404478.00,756450.00,3764151.00,5,5,11,2,5,"Koppotslandet_3764151_11","Jokkmokk",11
22454,"Guorásjvárre",7363186.00,751893.00,3764278.00,5,2,11,2,5,"Guorásjvárre_3764278_11","Jokkmokk",11
22455,"Koratjberget",7363238.00,751894.00,3764278.00,5,5,11,2,5,"Koratjberget_3764278_11","Jokkmokk",11
22456,"Guorásjjávrásj",7362683.00,752148.00,3764280.00,8,2,11,2,5,"Guorásjjávrásj_3764280_11","Jokkmokk",11
22457,"Koratjtjärnen",7362686.00,750556.00,3764280.00,8,5,11,2,5,"Koratjtjärnen_3764280_11","Jokkmokk",11
22458,"Korhonentjärnen",7344790.00,733353.00,3764371.00,8,5,11,2,5,"Korhonentjärnen_3764371_11","Jokkmokk",11
22459,"Kortestjärnen",7368511.00,744962.00,3767099.00,8,5,11,2,5,"Kortestjärnen_3767099_11","Jokkmokk",11
22460,"Kotasträsket",7380663.00,736434.00,3767609.00,8,5,11,2,5,"Kotasträsket_3767609_11","Jokkmokk",11
22461,"Guvtjuriemjávrásj",7387611.00,732916.00,3767682.00,8,2,11,2,5,"Guvtjuriemjávrásj_3767682_11","Jokkmokk",11
22462,"Kotjerimtjärnen",7387655.00,732845.00,3767682.00,8,5,11,2,5,"Kotjerimtjärnen_3767682_11","Jokkmokk",11
22463,"Kristoffertjärnen",7424318.00,622463.00,3770483.00,8,5,11,2,5,"Kristoffertjärnen_3770483_11","Jokkmokk",11
22464,"Krokamyran",7368921.00,754036.00,3770831.00,1,5,11,2,5,"Krokamyran_3770831_11","Jokkmokk",11
22465,"Krokforsmyran",7363542.00,716561.00,3771352.00,4,5,11,2,5,"Krokforsmyran_3771352_11","Jokkmokk",11
22466,"Kroktjärn",7346760.00,745544.00,3772448.00,1,5,11,2,5,"Kroktjärn_3772448_11","Jokkmokk",11
22467,"Kroktjärnen",7347999.00,736247.00,3772750.00,8,5,11,2,5,"Kroktjärnen_3772750_11","Jokkmokk",11
22468,"Kroktjärnen",7366068.00,754829.00,3772751.00,8,5,11,2,5,"Kroktjärnen_3772751_11","Jokkmokk",11
22469,"Kroktjärnen",7376768.00,717177.00,3772752.00,8,5,11,2,5,"Kroktjärnen_3772752_11","Jokkmokk",11
22470,"Krokträsket",7391068.00,766263.00,3772884.00,8,5,11,2,5,"Krokträsket_3772884_11","Jokkmokk",11
22471,"Krokträsket",7392585.00,751006.00,3772885.00,8,5,11,2,5,"Krokträsket_3772885_11","Jokkmokk",11
22472,"Kronberget",7396144.00,704337.00,3773324.00,5,5,11,2,5,"Kronberget_3773324_11","Jokkmokk",11
22473,"Kronidan",7377323.00,752048.00,3773546.00,1,5,11,2,5,"Kronidan_3773546_11","Jokkmokk",11
22474,"Krontjärnsmyran",7396744.00,703967.00,3774050.00,4,5,11,2,5,"Krontjärnsmyran_3774050_11","Jokkmokk",11
22475,"Kronudden",7397008.00,702034.00,3774097.00,5,5,11,2,5,"Kronudden_3774097_11","Jokkmokk",11
22476,"Kråbbovárásj",7423845.00,654019.00,3775294.00,5,2,11,2,5,"Kråbbovárásj_3775294_11","Jokkmokk",11
22477,"Guhkajávrásj",7402783.00,670950.00,3777652.00,8,2,11,2,5,"Guhkajávrásj_3777652_11","Jokkmokk",11
22478,"Guhkajávrre",7406077.00,746557.00,3777654.00,8,2,11,2,5,"Guhkajávrre_3777654_11","Jokkmokk",11
22479,"Guhkávrevárre",7349255.00,731292.00,3777655.00,5,2,11,2,5,"Guhkávrevárre_3777655_11","Jokkmokk",11
22480,"Kukkajaureberget",7349584.00,731212.00,3777655.00,5,5,11,2,5,"Kukkajaureberget_3777655_11","Jokkmokk",11
22481,"Guhkesjávrásj",7400746.00,668321.00,3777665.00,8,2,11,2,5,"Guhkesjávrásj_3777665_11","Jokkmokk",11
22482,"Gunnájiegge",7411201.00,734782.00,3782236.00,4,2,11,2,5,"Gunnájiegge_3782236_11","Jokkmokk",11
22483,"Kunnamyren",7411252.00,734787.00,3782236.00,4,5,11,2,5,"Kunnamyren_3782236_11","Jokkmokk",11
22484,"Kunskapsberget",7394624.00,724226.00,3782257.00,5,5,11,2,5,"Kunskapsberget_3782257_11","Jokkmokk",11
22485,"Guoffejávrásj",7423930.00,690028.00,3782289.00,8,2,11,2,5,"Guoffejávrásj_3782289_11","Jokkmokk",11
22486,"Guvkkel",7442503.00,699871.00,3782297.00,5,2,11,2,5,"Guvkkel_3782297_11","Jokkmokk",11
22487,"Guoledis",7351483.00,722878.00,3782304.00,1,2,11,2,5,"Guoledis_3782304_11","Jokkmokk",11
22488,"Kuoletistjärnen",7350676.00,723132.00,3782307.00,8,5,11,2,5,"Kuoletistjärnen_3782307_11","Jokkmokk",11
22489,"Kuollejaur",7338752.00,687969.00,3782308.00,1,5,11,2,5,"Kuollejaur_3782308_11","Jokkmokk",11
